Torneio,Campeonato,Confronto,Jogador A,Time A,Jogador B,Time B,Data,Hora,Mercado,Tip,Linha,Janela 1,Winrate 1,Janela 2,Winrate 2,Odd,Placar Envio,Placar Final,Resultado,Lucro/Prej.,event_id
,CLA-UA Argentina Cyber Cup (UA),aloha x Shark,aloha,Independiente,Shark,Estudiantes L.P.,26/08/2026,07:50:43,Total de Gols,Under,5.5,,,,,2.17,2-1,4-4,Red,-1.0,17503000
,CLA-UA Argentina Cyber Cup (UA),k0tik x kozak,k0tik,Boca Juniors,kozak,River Plate,26/08/2026,07:54:45,Total de Gols,Under,8.5,,,,,2.69,5-3,5-5,Red,-1.0,17503002
, CLA-UA France Cyber Cup (UA),Donatello x Terry14,Donatello,Stade Rennais FC,Terry14,Strasbourg,26/08/2026,07:57:59,Total de Gols,Under,7.5,,,,,1.83,0-0,1-5,Green,0.83,17502981
, CLA-UA France Cyber Cup (UA),Donatello x Terry14,Donatello,Stade Rennais FC,Terry14,Strasbourg,26/08/2026,07:58:56,Total de Gols,Under,6.5,,,,,2.12,0-0,1-5,Green,1.12,17502981
, CLA-UA France Cyber Cup (UA),Donatello x Terry14,Donatello,Stade Rennais FC,Terry14,Strasbourg,26/08/2026,08:01:04,Total de Gols,Under,8.5,,,,,1.6,0-1,1-5,Green,0.6,17502981
, CLA-UA France Cyber Cup (UA),Voron x palkan,Voron,Lyon,palkan,Monaco,26/08/2026,07:57:00,Total de Gols,Under,9.5,,,,,1.75,0-0,6-5,Red,-1.0,17502982
, CLA-UA France Cyber Cup (UA),Voron x palkan,Voron,Lyon,palkan,Monaco,26/08/2026,07:58:42,Total de Gols,Under,8.5,,,,,2.03,0-0,6-5,Red,-1.0,17502982
, CLA-UA France Cyber Cup (UA),Voron x palkan,Voron,Lyon,palkan,Monaco,26/08/2026,08:02:13,Total de Gols,Under,10.5,,,,,1.8,2-1,6-5,Red,-1.0,17502982
, CLA-UA France Cyber Cup (UA),Voron x palkan,Voron,Lyon,palkan,Monaco,26/08/2026,08:02:31,Total de Gols,Under,11.5,,,,,1.68,3-1,6-5,Green,0.68,17502982
, CLA-UA France Cyber Cup (UA),Voron x palkan,Voron,Lyon,palkan,Monaco,26/08/2026,08:03:33,Total de Gols,Under,12.5,,,,,1.65,4-2,6-5,Green,0.65,17502982
,CLA-UA Argentina Cyber Cup (UA),sensiz x k0tik,sensiz,Racing Club,k0tik,Boca Juniors,26/08/2026,08:11:59,Total de Gols,Under,7.5,,,,,1.78,0-0,2-6,Red,-1.0,17503005
,CLA-UA Argentina Cyber Cup (UA),sensiz x k0tik,sensiz,Racing Club,k0tik,Boca Juniors,26/08/2026,08:13:14,Total de Gols,Under,6.5,,,,,2.08,0-0,2-6,Red,-1.0,17503005
,CLA-UA Argentina Cyber Cup (UA),sensiz x k0tik,sensiz,Racing Club,k0tik,Boca Juniors,26/08/2026,08:14:45,Total de Gols,Under,5.5,,,,,2.07,0-0,2-6,Red,-1.0,17503005
,CLA-UA Argentina Cyber Cup (UA),sensiz x k0tik,sensiz,Racing Club,k0tik,Boca Juniors,26/08/2026,08:16:57,Total de Gols,Under,8.5,,,,,1.74,1-2,2-6,Green,0.74,17503005
,CLA-UA Argentina Cyber Cup (UA),sensiz x k0tik,sensiz,Racing Club,k0tik,Boca Juniors,26/08/2026,08:17:12,Total de Gols,Under,9.5,,,,,1.79,2-2,2-6,Green,0.79,17503005
,CLA-UA Argentina Cyber Cup (UA),sensiz x k0tik,sensiz,Racing Club,k0tik,Boca Juniors,26/08/2026,08:18:27,Total de Gols,Under,10.5,,,,,1.68,2-4,2-6,Green,0.68,17503005
,CLA-UA Argentina Cyber Cup (UA),aloha x kozak,aloha,Independiente,kozak,River Plate,26/08/2026,08:12:12,Total de Gols,Under,9.5,,,,,1.95,0-0,7-3,Red,-1.0,17503004
,CLA-UA Argentina Cyber Cup (UA),aloha x kozak,aloha,Independiente,kozak,River Plate,26/08/2026,08:12:45,Total de Gols,Under,10.5,,,,,1.77,0-0,7-3,Green,0.77,17503004
,CLA-UA Argentina Cyber Cup (UA),aloha x kozak,aloha,Independiente,kozak,River Plate,26/08/2026,08:15:30,Total de Gols,Under,8.5,,,,,2.01,2-0,7-3,Red,-1.0,17503004
,CLA-UA Argentina Cyber Cup (UA),aloha x kozak,aloha,Independiente,kozak,River Plate,26/08/2026,08:19:13,Total de Gols,Under,11.5,,,,,1.54,5-2,7-3,Green,0.54,17503004
,CLA-UA Argentina Cyber Cup (UA),sensiz x Shark,sensiz,Racing Club,Shark,Estudiantes L.P.,26/08/2026,08:26:00,Total de Gols,Under,6.5,,,,,1.84,0-0,2-3,Green,0.84,17503009
,CLA-UA Argentina Cyber Cup (UA),sensiz x Shark,sensiz,Racing Club,Shark,Estudiantes L.P.,26/08/2026,08:26:33,Total de Gols,Under,7.5,,,,,1.77,0-0,2-3,Green,0.77,17503009
,CLA-UA Argentina Cyber Cup (UA),sensiz x Shark,sensiz,Racing Club,Shark,Estudiantes L.P.,26/08/2026,08:28:37,Total de Gols,Under,8.5,,,,,1.75,0-2,2-3,Green,0.75,17503009
,CLA-UA Argentina Cyber Cup (UA),sensiz x Shark,sensiz,Racing Club,Shark,Estudiantes L.P.,26/08/2026,08:34:01,Total de Gols,Under,5.5,,,,,2.28,None-None,2-3,Green,1.28,17503009
,CLA-UA Argentina Cyber Cup (UA),sensiz x Shark,sensiz,Racing Club,Shark,Estudiantes L.P.,26/08/2026,08:35:43,Total de Gols,Under,4.5,,,,,2.69,2-2,2-3,Red,-1.0,17503009
,CLA-UA Argentina Cyber Cup (UA),aloha x k0tik,aloha,Independiente,k0tik,Boca Juniors,26/08/2026,08:26:16,Total de Gols,Under,7.5,,,,,1.73,0-0,3-4,Green,0.73,17503007
,CLA-UA Argentina Cyber Cup (UA),aloha x k0tik,aloha,Independiente,k0tik,Boca Juniors,26/08/2026,08:26:27,Total de Gols,Under,8.5,,,,,1.69,0-0,3-4,Green,0.69,17503007
,CLA-UA Argentina Cyber Cup (UA),aloha x k0tik,aloha,Independiente,k0tik,Boca Juniors,26/08/2026,08:28:18,Total de Gols,Under,6.5,,,,,2.12,0-1,3-4,Red,-1.0,17503007
,CLA-UA Argentina Cyber Cup (UA),aloha x k0tik,aloha,Independiente,k0tik,Boca Juniors,26/08/2026,08:29:51,Total de Gols,Under,5.5,,,,,2.12,0-1,3-4,Red,-1.0,17503007
, CLA-UA France Cyber Cup (UA),Voron x fillanchik,Voron,Lyon,fillanchik,Marseille,26/08/2026,08:40:11,Total de Gols,Under,7.5,,,,,1.74,0-0,3-5,Red,-1.0,17502989
, CLA-UA France Cyber Cup (UA),Voron x fillanchik,Voron,Lyon,fillanchik,Marseille,26/08/2026,08:40:30,Total de Gols,Under,8.5,,,,,1.69,0-0,3-5,Green,0.69,17502989
, CLA-UA France Cyber Cup (UA),Voron x fillanchik,Voron,Lyon,fillanchik,Marseille,26/08/2026,08:42:43,Total de Gols,Under,6.5,,,,,2.07,None-None,3-5,Red,-1.0,17502989
, CLA-UA France Cyber Cup (UA),palkan x Voron,palkan,Monaco,Voron,Lyon,26/08/2026,09:07:36,Total de Gols,Under,8.5,,,,,1.98,0-0,0-0,Green,0.98,17502995
, CLA-UA France Cyber Cup (UA),palkan x Voron,palkan,Monaco,Voron,Lyon,26/08/2026,09:07:52,Total de Gols,Under,9.5,,,,,1.75,0-0,0-0,Green,0.75,17502995
, CLA-UA France Cyber Cup (UA),Terry14 x Donatello,Terry14,Strasbourg,Donatello,Stade Rennais FC,26/08/2026,09:07:23,Total de Gols,Under,7.5,,,,,1.98,0-0,0-0,Green,0.98,17502993
, CLA-UA Champions Cyber League (UA),shatik666 x zyX,shatik666,Fenerbahce,zyX,PSV,26/08/2026,09:08:00,Total de Gols,Under,9.5,,,,,1.75,0-0,0-0,Green,0.75,17503024
, CLA-UA Champions Cyber League (UA),shatik666 x zyX,shatik666,Fenerbahce,zyX,PSV,26/08/2026,09:08:30,Total de Gols,Under,8.5,,,,,1.88,0-0,0-0,Green,0.88,17503024
,CLA-UA Argentina Cyber Cup (UA),sensiz x aloha,sensiz,Racing Club,aloha,Independiente,26/08/2026,09:08:20,Total de Gols,Under,7.5,,,,,1.7,0-0,0-0,Green,0.7,17503014
, CLA-UA Italy Cyber Cup (UA),shatik666 x vrud1,shatik666,Milan,vrud1,Roma,26/08/2026,09:59:56,Total de Gols,Under,9.5,,,,,1.97,0-0,7-2,Green,0.97,17503296
, CLA-UA Italy Cyber Cup (UA),shatik666 x vrud1,shatik666,Milan,vrud1,Roma,26/08/2026,10:01:02,Total de Gols,Under,10.5,,,,,1.69,0-0,7-2,Green,0.69,17503296
, CLA-UA Italy Cyber Cup (UA),shatik666 x vrud1,shatik666,Milan,vrud1,Roma,26/08/2026,10:01:47,Total de Gols,Under,11.5,,,,,1.68,2-0,7-2,Green,0.68,17503296
, CLA-UA Italy Cyber Cup (UA),shatik666 x vrud1,shatik666,Milan,vrud1,Roma,26/08/2026,10:08:18,Total de Gols,Under,8.5,,,,,2.21,5-1,7-2,Red,-1.0,17503296
, CLA-UA Italy Cyber Cup (UA),Kairox x zyX,Kairox,Atalanta,zyX,Lecce,26/08/2026,09:59:39,Total de Gols,Under,6.5,,,,,1.75,0-0,5-3,Red,-1.0,17503059
, CLA-UA Italy Cyber Cup (UA),Kairox x zyX,Kairox,Atalanta,zyX,Lecce,26/08/2026,10:00:53,Total de Gols,Under,5.5,,,,,2.11,0-0,5-3,Red,-1.0,17503059
, CLA-UA Italy Cyber Cup (UA),Kairox x zyX,Kairox,Atalanta,zyX,Lecce,26/08/2026,10:01:10,Total de Gols,Under,7.5,,,,,1.98,1-0,5-3,Red,-1.0,17503059
, CLA-UA Italy Cyber Cup (UA),Kairox x zyX,Kairox,Atalanta,zyX,Lecce,26/08/2026,10:01:32,Total de Gols,Under,8.5,,,,,1.91,1-1,5-3,Green,0.91,17503059
, CLA-UA Italy Cyber Cup (UA),Kairox x zyX,Kairox,Atalanta,zyX,Lecce,26/08/2026,10:02:23,Total de Gols,Under,9.5,,,,,1.65,2-1,5-3,Green,0.65,17503059
, CLA-UA Spain Cyber Cup (UA),palkan x Terry14,palkan,Real Betis,Terry14,Atletico Madrid,26/08/2026,09:59:46,Total de Gols,Under,9.5,,,,,1.75,0-0,5-4,Green,0.75,17503028
, CLA-UA Spain Cyber Cup (UA),palkan x Terry14,palkan,Real Betis,Terry14,Atletico Madrid,26/08/2026,10:02:04,Total de Gols,Under,8.5,,,,,2.07,0-0,5-4,Red,-1.0,17503028
, CLA-UA Spain Cyber Cup (UA),palkan x Terry14,palkan,Real Betis,Terry14,Atletico Madrid,26/08/2026,10:03:25,Total de Gols,Under,7.5,,,,,1.98,0-0,5-4,Red,-1.0,17503028
, CLA-UA Spain Cyber Cup (UA),palkan x Terry14,palkan,Real Betis,Terry14,Atletico Madrid,26/08/2026,10:05:58,Total de Gols,Under,6.5,,,,,2.07,1-0,5-4,Red,-1.0,17503028
, CLA-UA Italy Cyber Cup (UA),bod1a x zyX,bod1a,Napoli,zyX,Lecce,26/08/2026,10:12:18,Total de Gols,Under,6.5,,,,,1.75,0-0,1-5,Green,0.75,17503060
, CLA-UA Italy Cyber Cup (UA),bod1a x zyX,bod1a,Napoli,zyX,Lecce,26/08/2026,10:15:01,Total de Gols,Under,5.5,,,,,2.11,0-0,1-5,Red,-1.0,17503060
, CLA-UA Italy Cyber Cup (UA),bod1a x zyX,bod1a,Napoli,zyX,Lecce,26/08/2026,10:20:58,Total de Gols,Under,7.5,,,,,1.52,0-3,1-5,Green,0.52,17503060
, CLA-UA Italy Cyber Cup (UA),bod1a x vrud1,bod1a,Napoli,vrud1,Roma,26/08/2026,10:26:56,Total de Gols,Under,7.5,,,,,1.98,0-0,4-4,Red,-1.0,17503297
, CLA-UA Italy Cyber Cup (UA),bod1a x vrud1,bod1a,Napoli,vrud1,Roma,26/08/2026,10:30:55,Total de Gols,Under,6.5,,,,,2.08,1-0,4-4,Red,-1.0,17503297
, CLA-UA Italy Cyber Cup (UA),bod1a x vrud1,bod1a,Napoli,vrud1,Roma,26/08/2026,10:31:34,Total de Gols,Under,8.5,,,,,1.81,2-0,4-4,Green,0.81,17503297
, CLA-UA Italy Cyber Cup (UA),bod1a x vrud1,bod1a,Napoli,vrud1,Roma,26/08/2026,10:33:40,Total de Gols,Under,9.5,,,,,1.68,3-1,4-4,Green,0.68,17503297
, CLA-UA Spain Cyber Cup (UA),Terry14 x fillanchik,Terry14,Atletico Madrid,fillanchik,Athletic Club,26/08/2026,10:41:45,Total de Gols,Under,7.5,,,,,1.98,0-0,3-5,Red,-1.0,17503034
, CLA-UA Spain Cyber Cup (UA),Terry14 x fillanchik,Terry14,Atletico Madrid,fillanchik,Athletic Club,26/08/2026,10:43:16,Total de Gols,Under,8.5,,,,,1.87,0-0,3-5,Green,0.87,17503034
, CLA-UA Spain Cyber Cup (UA),Terry14 x fillanchik,Terry14,Atletico Madrid,fillanchik,Athletic Club,26/08/2026,10:43:33,Total de Gols,Under,9.5,,,,,1.75,1-0,3-5,Green,0.75,17503034
, CLA-UA Spain Cyber Cup (UA),Terry14 x Voron,Terry14,Atletico Madrid,Voron,Real Madrid,26/08/2026,10:55:28,Total de Gols,Under,8.5,,,,,1.76,0-0,0-4,Green,0.76,17503036
, CLA-UA Spain Cyber Cup (UA),Terry14 x Voron,Terry14,Atletico Madrid,Voron,Real Madrid,26/08/2026,10:57:02,Total de Gols,Under,9.5,,,,,1.7,0-0,0-4,Green,0.7,17503036
, CLA-UA Spain Cyber Cup (UA),Terry14 x Voron,Terry14,Atletico Madrid,Voron,Real Madrid,26/08/2026,10:59:41,Total de Gols,Under,10.5,,,,,1.66,0-3,0-4,Green,0.66,17503036
, CLA-UA Spain Cyber Cup (UA),Terry14 x Voron,Terry14,Atletico Madrid,Voron,Real Madrid,26/08/2026,11:03:54,Total de Gols,Under,7.5,,,,,2.12,0-4,0-4,Green,1.12,17503036
, CLA-UA Spain Cyber Cup (UA),Terry14 x Voron,Terry14,Atletico Madrid,Voron,Real Madrid,26/08/2026,11:05:16,Total de Gols,Under,6.5,,,,,2.27,0-4,0-4,Green,1.27,17503036
, CLA-UA Spain Cyber Cup (UA),Terry14 x Voron,Terry14,Atletico Madrid,Voron,Real Madrid,26/08/2026,11:06:32,Total de Gols,Under,5.5,,,,,2.22,0-4,0-4,Green,1.22,17503036
, CLA-UA Spain Cyber Cup (UA),Terry14 x Voron,Terry14,Atletico Madrid,Voron,Real Madrid,26/08/2026,11:07:38,Total de Gols,Under,4.5,,,,,2.66,0-4,0-4,Green,1.66,17503036
, CLA-UA Italy Cyber Cup (UA),zyX x Kairox,zyX,Lecce,Kairox,Atalanta,26/08/2026,11:09:01,Total de Gols,Under,6.5,,,,,1.75,0-0,2-4,Green,0.75,17503071
, CLA-UA Italy Cyber Cup (UA),zyX x Kairox,zyX,Lecce,Kairox,Atalanta,26/08/2026,11:10:27,Total de Gols,Under,7.5,,,,,1.68,0-0,2-4,Green,0.68,17503071
, CLA-UA Italy Cyber Cup (UA),zyX x Kairox,zyX,Lecce,Kairox,Atalanta,26/08/2026,11:13:47,Total de Gols,Under,5.5,,,,,2.16,1-1,2-4,Red,-1.0,17503071
, CLA-UA Italy Cyber Cup (UA),zyX x Kairox,zyX,Lecce,Kairox,Atalanta,26/08/2026,11:15:07,Total de Gols,Under,4.5,,,,,2.27,1-1,2-4,Red,-1.0,17503071
, CLA-UA Italy Cyber Cup (UA),vrud1 x shatik666,vrud1,Roma,shatik666,Milan,26/08/2026,11:09:49,Total de Gols,Under,8.5,,,,,1.98,0-0,6-8,Red,-1.0,17503300
, CLA-UA Italy Cyber Cup (UA),vrud1 x shatik666,vrud1,Roma,shatik666,Milan,26/08/2026,11:10:32,Total de Gols,Under,9.5,,,,,1.85,0-0,6-8,Red,-1.0,17503300
, CLA-UA Italy Cyber Cup (UA),vrud1 x shatik666,vrud1,Roma,shatik666,Milan,26/08/2026,11:12:23,Total de Gols,Under,7.5,,,,,2.07,0-1,6-8,Red,-1.0,17503300
, CLA-UA Italy Cyber Cup (UA),vrud1 x shatik666,vrud1,Roma,shatik666,Milan,26/08/2026,11:15:13,Total de Gols,Under,10.5,,,,,1.59,1-3,6-8,Red,-1.0,17503300
, CLA-UA Italy Cyber Cup (UA),vrud1 x shatik666,vrud1,Roma,shatik666,Milan,26/08/2026,11:18:26,Total de Gols,Under,11.5,,,,,1.98,4-4,6-8,Red,-1.0,17503300
, CLA-UA Spain Cyber Cup (UA),Terry14 x Donatello,Terry14,Atletico Madrid,Donatello,Real Sociedad,26/08/2026,11:37:03,Total de Gols,Under,7.5,,,,,1.83,0-0,4-5,Red,-1.0,17503042
, CLA-UA Spain Cyber Cup (UA),Terry14 x Donatello,Terry14,Atletico Madrid,Donatello,Real Sociedad,26/08/2026,11:39:39,Total de Gols,Under,6.5,,,,,2.12,0-0,4-5,Red,-1.0,17503042
, CLA-UA Spain Cyber Cup (UA),Terry14 x Donatello,Terry14,Atletico Madrid,Donatello,Real Sociedad,26/08/2026,11:41:16,Total de Gols,Under,5.5,,,,,2.07,0-0,4-5,Red,-1.0,17503042
, CLA-UA Spain Cyber Cup (UA),Terry14 x Donatello,Terry14,Atletico Madrid,Donatello,Real Sociedad,26/08/2026,11:44:22,Total de Gols,Under,8.5,,,,,1.78,1-2,4-5,Red,-1.0,17503042
, CLA-UA Spain Cyber Cup (UA),Terry14 x Donatello,Terry14,Atletico Madrid,Donatello,Real Sociedad,26/08/2026,11:45:53,Total de Gols,Under,9.5,,,,,1.56,1-3,4-5,Green,0.56,17503042
, CLA-UA Spain Cyber Cup (UA),palkan x Donatello,palkan,Real Betis,Donatello,Real Sociedad,26/08/2026,11:52:05,Total de Gols,Under,8.5,,,,,1.98,0-0,8-6,Red,-1.0,17503046
, CLA-UA Spain Cyber Cup (UA),palkan x Donatello,palkan,Real Betis,Donatello,Real Sociedad,26/08/2026,11:53:27,Total de Gols,Under,9.5,,,,,1.7,0-0,8-6,Red,-1.0,17503046
, CLA-UA Spain Cyber Cup (UA),palkan x Donatello,palkan,Real Betis,Donatello,Real Sociedad,26/08/2026,11:54:05,Total de Gols,Under,10.5,,,,,1.95,1-1,8-6,Red,-1.0,17503046
, CLA-UA Spain Cyber Cup (UA),palkan x Donatello,palkan,Real Betis,Donatello,Real Sociedad,26/08/2026,11:55:33,Total de Gols,Under,11.5,,,,,1.66,3-1,8-6,Red,-1.0,17503046
, CLA-UA Spain Cyber Cup (UA),palkan x Donatello,palkan,Real Betis,Donatello,Real Sociedad,26/08/2026,11:56:22,Total de Gols,Under,12.5,,,,,1.69,4-2,8-6,Red,-1.0,17503046
, CLA-UA Spain Cyber Cup (UA),palkan x Donatello,palkan,Real Betis,Donatello,Real Sociedad,26/08/2026,11:57:35,Total de Gols,Under,13.5,,,,,1.73,5-3,8-6,Red,-1.0,17503046
, CLA-UA Spain Cyber Cup (UA),palkan x Donatello,palkan,Real Betis,Donatello,Real Sociedad,26/08/2026,11:59:16,Total de Gols,Under,14.5,,,,,1.79,6-4,8-6,Green,0.79,17503046
, CLA-UA Spain Cyber Cup (UA),palkan x Donatello,palkan,Real Betis,Donatello,Real Sociedad,26/08/2026,11:59:59,Total de Gols,Under,15.5,,,,,1.52,7-4,8-6,Green,0.52,17503046
, CLA-UA Italy Cyber Cup (UA),shatik666 x bod1a,shatik666,Milan,bod1a,Napoli,26/08/2026,11:51:03,Total de Gols,Under,7.5,,,,,1.74,0-0,3-4,Green,0.74,17503075
, CLA-UA Italy Cyber Cup (UA),shatik666 x bod1a,shatik666,Milan,bod1a,Napoli,26/08/2026,11:52:39,Total de Gols,Under,8.5,,,,,1.65,0-0,3-4,Green,0.65,17503075
, CLA-UA Italy Cyber Cup (UA),shatik666 x bod1a,shatik666,Milan,bod1a,Napoli,26/08/2026,11:54:37,Total de Gols,Under,6.5,,,,,2.07,0-1,3-4,Red,-1.0,17503075
, CLA-UA Italy Cyber Cup (UA),shatik666 x bod1a,shatik666,Milan,bod1a,Napoli,26/08/2026,11:59:28,Total de Gols,Under,5.5,,,,,2.17,2-1,3-4,Red,-1.0,17503075
, CLA-UA Italy Cyber Cup (UA),shatik666 x bod1a,shatik666,Milan,bod1a,Napoli,26/08/2026,12:01:08,Total de Gols,Under,4.5,,,,,2.22,2-1,3-4,Red,-1.0,17503075
, CLA-UA Italy Cyber Cup (UA),Kairox x bod1a,Kairox,Atalanta,bod1a,Napoli,26/08/2026,12:04:58,Total de Gols,Under,6.5,,,,,1.75,0-0,6-1,Red,-1.0,17503076
, CLA-UA Italy Cyber Cup (UA),Kairox x bod1a,Kairox,Atalanta,bod1a,Napoli,26/08/2026,12:06:37,Total de Gols,Under,7.5,,,,,1.65,0-0,6-1,Green,0.65,17503076
, CLA-UA Italy Cyber Cup (UA),Kairox x bod1a,Kairox,Atalanta,bod1a,Napoli,26/08/2026,12:09:50,Total de Gols,Under,8.5,,,,,1.69,3-0,6-1,Green,0.69,17503076
,CLA-UA Argentina Cyber Cup (UA) (2x4 mins),_pihaaa_ x Shot,_pihaaa_,Independiente,Shot,River Plate,26/08/2026,13:36:05,Total de Gols,Under,4.5,,,,,1.97,3-1,4-1,Red,-1.0,17511068
,CLA-UA Argentina Cyber Cup (UA) (2x4 mins),_pihaaa_ x Shot,_pihaaa_,Independiente,Shot,River Plate,26/08/2026,13:36:16,Total de Gols,Under,5.5,,,,,1.93,4-1,4-1,Green,0.93,17511068
,CLA-UA Argentina Cyber Cup (UA) (2x4 mins),Stafford x zyX,Stafford,Boca Juniors,zyX,Estudiantes L.P.,26/08/2026,13:36:16,Total de Gols,Under,7.5,,,,,2.11,5-2,5-4,Red,-1.0,17503103
, CLA-UA Champions Cyber League (UA) (2x4 mins),Terry14 x Voron,Terry14,PSG,Voron,FC Bayern,26/08/2026,13:37:04,Total de Gols,Under,3.5,,,,,2.51,1-2,3-2,Red,-1.0,17503082
, CLA-UA France Cyber Cup (UA) (2x4 mins),Shark x FanFan,Shark,Stade Rennais FC,FanFan,PSG,26/08/2026,13:40:26,Total de Gols,Under,7.5,,,,,1.65,0-0,2-4,Green,0.65,17503359
, CLA-UA France Cyber Cup (UA) (2x4 mins),Shark x FanFan,Shark,Stade Rennais FC,FanFan,PSG,26/08/2026,13:40:44,Total de Gols,Under,6.5,,,,,2.07,0-0,2-4,Green,1.07,17503359
, CLA-UA France Cyber Cup (UA) (2x4 mins),Shark x FanFan,Shark,Stade Rennais FC,FanFan,PSG,26/08/2026,13:42:15,Total de Gols,Under,5.5,,,,,2.07,0-0,2-4,Red,-1.0,17503359
, CLA-UA France Cyber Cup (UA) (2x4 mins),Shark x FanFan,Shark,Stade Rennais FC,FanFan,PSG,26/08/2026,13:43:08,Total de Gols,Under,4.5,,,,,2.17,0-0,2-4,Red,-1.0,17503359
, CLA-UA Champions Cyber League (UA) (2x4 mins),Voron x fillanchik,Voron,FC Bayern,fillanchik,Newcastle United,26/08/2026,13:38:19,Total de Gols,Under,7.5,,,,,1.78,0-0,3-5,Red,-1.0,17503326
, CLA-UA Champions Cyber League (UA) (2x4 mins),Voron x fillanchik,Voron,FC Bayern,fillanchik,Newcastle United,26/08/2026,13:41:21,Total de Gols,Under,6.5,,,,,2.03,0-0,3-5,Red,-1.0,17503326
, CLA-UA Champions Cyber League (UA) (2x4 mins),Voron x fillanchik,Voron,FC Bayern,fillanchik,Newcastle United,26/08/2026,13:44:23,Total de Gols,Under,8.5,,,,,1.65,0-2,3-5,Green,0.65,17503326
,CLA-UA Argentina Cyber Cup (UA) (2x4 mins),zyX x _pihaaa_,zyX,Estudiantes L.P.,_pihaaa_,Independiente,26/08/2026,13:54:19,Total de Gols,Under,7.5,,,,,1.71,0-0,0-6,Green,0.71,17503223
,CLA-UA Argentina Cyber Cup (UA) (2x4 mins),zyX x _pihaaa_,zyX,Estudiantes L.P.,_pihaaa_,Independiente,26/08/2026,13:54:48,Total de Gols,Under,6.5,,,,,2.07,0-0,0-6,Green,1.07,17503223
,CLA-UA Argentina Cyber Cup (UA) (2x4 mins),zyX x _pihaaa_,zyX,Estudiantes L.P.,_pihaaa_,Independiente,26/08/2026,13:55:15,Total de Gols,Under,8.5,,,,,1.92,0-1,0-6,Green,0.92,17503223
,CLA-UA Argentina Cyber Cup (UA) (2x4 mins),zyX x _pihaaa_,zyX,Estudiantes L.P.,_pihaaa_,Independiente,26/08/2026,13:56:02,Total de Gols,Under,9.5,,,,,1.65,0-2,0-6,Green,0.65,17503223
, CLA-UA France Cyber Cup (UA) (2x4 mins),Shark x Alukard,Shark,Stade Rennais FC,Alukard,Lyon,26/08/2026,13:54:19,Total de Gols,Under,6.5,,,,,1.85,0-0,4-3,Red,-1.0,17503363
, CLA-UA France Cyber Cup (UA) (2x4 mins),Shark x Alukard,Shark,Stade Rennais FC,Alukard,Lyon,26/08/2026,13:54:26,Total de Gols,Under,7.5,,,,,1.8,0-0,4-3,Green,0.8,17503363
, CLA-UA France Cyber Cup (UA) (2x4 mins),Shark x Alukard,Shark,Stade Rennais FC,Alukard,Lyon,26/08/2026,13:58:03,Total de Gols,Under,5.5,,,,,2.17,1-1,4-3,Red,-1.0,17503363
, CLA-UA France Cyber Cup (UA) (2x4 mins),Shark x Alukard,Shark,Stade Rennais FC,Alukard,Lyon,26/08/2026,14:00:18,Total de Gols,Under,8.5,,,,,1.59,1-3,4-3,Green,0.59,17503363
,CLA-UA Argentina Cyber Cup (UA) (2x4 mins),Bucha x Shot,Bucha,Racing Club,Shot,River Plate,26/08/2026,13:54:19,Total de Gols,Under,6.5,,,,,1.77,0-0,5-2,Red,-1.0,17511070
,CLA-UA Argentina Cyber Cup (UA) (2x4 mins),Bucha x Shot,Bucha,Racing Club,Shot,River Plate,26/08/2026,13:55:07,Total de Gols,Under,5.5,,,,,2.11,0-0,5-2,Red,-1.0,17511070
,CLA-UA Argentina Cyber Cup (UA) (2x4 mins),Bucha x Shot,Bucha,Racing Club,Shot,River Plate,26/08/2026,14:02:11,Total de Gols,Under,4.5,,,,,2.17,2-1,5-2,Red,-1.0,17511070
,CLA-UA Argentina Cyber Cup (UA) (2x4 mins),Bucha x Shot,Bucha,Racing Club,Shot,River Plate,26/08/2026,14:03:36,Total de Gols,Under,3.5,,,,,2.71,2-1,5-2,Red,-1.0,17511070
, CLA-UA France Cyber Cup (UA) (2x4 mins),luxiqq x Alukard,luxiqq,Toulouse FC,Alukard,Lyon,26/08/2026,14:08:10,Total de Gols,Under,7.5,,,,,1.62,0-0,2-3,Green,0.62,17503365
, CLA-UA France Cyber Cup (UA) (2x4 mins),luxiqq x Alukard,luxiqq,Toulouse FC,Alukard,Lyon,26/08/2026,14:08:22,Total de Gols,Under,6.5,,,,,2.07,0-0,2-3,Green,1.07,17503365
, CLA-UA France Cyber Cup (UA) (2x4 mins),luxiqq x Alukard,luxiqq,Toulouse FC,Alukard,Lyon,26/08/2026,14:11:22,Total de Gols,Under,5.5,,,,,2.08,0-1,2-3,Green,1.08,17503365
, CLA-UA France Cyber Cup (UA) (2x4 mins),luxiqq x Alukard,luxiqq,Toulouse FC,Alukard,Lyon,26/08/2026,14:12:33,Total de Gols,Under,4.5,,,,,2.17,0-1,2-3,Red,-1.0,17503365
,CLA-UA Argentina Cyber Cup (UA) (2x4 mins),Stafford x _pihaaa_,Stafford,Boca Juniors,_pihaaa_,Independiente,26/08/2026,14:08:19,Total de Gols,Under,7.5,,,,,1.71,0-0,2-4,Green,0.71,17503225
,CLA-UA Argentina Cyber Cup (UA) (2x4 mins),Stafford x _pihaaa_,Stafford,Boca Juniors,_pihaaa_,Independiente,26/08/2026,14:08:48,Total de Gols,Under,6.5,,,,,2.07,0-0,2-4,Green,1.07,17503225
